2	4	16	32	8	2	120	128	128	1	12	2	2	20	2	1	16	2	24	24	4	2	8	1.049184	0.04325	1889764	0.720666	109792.5	44664.75	36978.75	12798.75	5513.25	3613.5	45640	27485.25	0.651481	0.055662	307865
1	4	30	30	20	1	130	64	60	1	12	1	1	20	1	1	16	1	16	16	4	4	8	0.814674	0.05965	1912273	0.581363	115125.5	37398	34919.25	11954.75	5288.5	3516.75	43581	26234.5	0.556114	0.040296	305780
3	8	40	32	16	5	130	96	64	2	10	5	5	14	5	2	12	5	24	24	8	2	8	1.283306	0.0727	3601984	0.929768	124777.25	69112.5	44972	14238.5	6421.25	4614.5	52900	32935	0.708706	0.124794	352626
3	8	24	32	20	4	120	128	128	2	20	4	4	36	4	2	28	4	20	20	8	4	16	1.288687	0.0849	4039899	0.899059	121623.5	66610.5	43495	13978.5	6205.5	4402.25	51564.75	31976.25	0.712098	0.123491	358848
1	8	24	32	16	3	96	64	60	1	12	3	3	20	3	1	16	3	40	40	8	8	32	1.351096	0.091175	3140916	0.846402	109608	50870.25	38587.25	12989.75	5763.25	3781	47198	28483.5	0.740816	0.087511	332506
2	4	30	30	8	2	96	100	96	1	8	2	2	8	2	1	8	2	24	24	4	4	16	1.044608	0.04245	1760911	0.774427	108424.25	44519	37194.75	12693.5	5623	3642.25	45954.5	27668.75	0.698188	0.054035	309517
1	4	8	16	20	1	64	80	64	1	12	1	1	20	1	1	16	1	32	32	4	4	8	0.809068	0.05745	1924192	0.540999	117394.25	36721.25	34771.25	11957.75	5296.75	3488.5	43602	26128	0.519441	0.040425	305755
1	8	30	30	20	5	105	64	60	2	24	5	5	40	5	2	32	5	16	16	8	4	8	1.585158	0.106	4138384	0.835414	109842.25	50892.25	38610.75	13038	5784.5	3786.25	47337.5	28511.5	0.7315	0.125191	354233
2	8	32	40	8	4	84	128	128	2	12	4	4	20	4	2	16	4	8	8	8	16	48	1.187028	0.072	3631015	0.735115	110326.5	43459.5	36918.5	12556.5	5622.25	3691.5	45859.75	27485.75	0.669497	0.097962	355959
3	8	24	32	16	3	84	80	64	1	24	3	3	40	3	1	32	3	20	20	8	2	8	1.126426	0.0639	2666715	0.849645	120110.5	61734	42240.75	13827.75	6015.75	4260	50451.25	31203.5	0.685288	0.090641	328781
1	4	40	32	8	2	84	52	48	1	14	2	2	26	2	1	20	2	16	16	4	4	16	1.136896	0.0562	1904714	0.733654	109707	43187.5	36795.25	12545	5604	3613.25	45586	27389.5	0.66794	0.052013	307854
3	4	30	30	8	1	32	80	64	1	12	1	1	20	1	1	16	1	24	24	4	4	16	0.734137	0.040875	1565454	0.576237	118168	38758.75	35506.75	12228.75	5280.5	3558	43944	26443	0.542934	0.039191	305336
2	8	30	30	16	5	105	64	60	2	20	5	5	36	5	2	28	5	32	32	8	4	8	1.390052	0.07565	3635189	0.858222	109711	51206.25	38843.25	13051	5800.75	3817.75	47474.25	28653.75	0.7467	0.126533	353864
1	8	24	32	16	4	32	40	40	2	8	4	4	8	4	2	8	4	8	8	8	16	48	0.755773	0.09275	3510863	0.562057	118054.5	37704.5	34945.5	11968.25	5331.75	3499.75	43621.5	26127.5	0.536072	0.072363	338871
2	8	45	40	8	3	96	52	48	1	16	3	3	32	3	1	24	3	8	8	8	4	8	1.07362	0.05255	2282384	0.742214	110760.75	43096.75	36982.25	12526.75	5623	3676.5	45785.75	27457.5	0.67398	0.077817	331537
1	4	24	32	8	2	64	128	128	1	12	2	2	20	2	1	16	2	16	16	4	4	8	1.19248	0.05515	2109213	0.771764	108286.25	45961	37179.75	12724	5610.5	3636.5	46010.5	27767.25	0.695983	0.056212	311394
3	4	30	30	20	1	130	96	64	1	20	1	1	36	1	1	28	1	16	16	4	4	8	0.735078	0.052575	1827671	0.57912	118495	39195	35667.75	12282.5	5308.25	3568.5	44145	26567	0.543252	0.04261	307020
1	8	40	32	16	5	105	64	60	2	20	5	5	36	5	2	28	5	16	16	8	2	8	1.573988	0.1003	3988750	0.844671	111053.25	52411.5	39173.5	13129.75	5818.5	3856.25	47695.75	28770.75	0.727214	0.121698	348992
3	8	32	40	8	4	96	100	96	2	20	4	4	36	4	2	28	4	32	32	8	16	48	1.310875	0.078275	3959609	0.910056	122911	72173.5	44134.5	14279	6216.25	4500.75	52208.75	32533.75	0.711062	0.122221	352189
2	8	30	30	20	3	96	80	64	1	8	3	3	8	3	1	8	3	40	40	8	16	48	1.183957	0.0703	2848920	0.845257	109051.75	48035.5	38328	12941.25	5735.25	3773.75	46898.75	28234.25	0.742986	0.085197	333480
