Configure,Int Power,Switch Power,Leak Power,Total Power
MediumBoomSEConfig-benchmarks-lift.riscv,1.54e-02,3.34e-03,2.22e-03,2.09e-02
MediumBoomSEConfig-benchmarks-countnegative.riscv,1.07e-02,1.33e-03,2.20e-03,1.42e-02
MediumBoomSEConfig-benchmarks-st.riscv,1.15e-02,1.86e-03,2.22e-03,1.56e-02
MediumBoomSEConfig-benchmarks-edn.riscv,1.45e-02,3.12e-03,2.22e-03,1.99e-02
MediumBoomSEConfig-benchmarks-fir2dim.riscv,1.04e-02,1.07e-03,2.18e-03,1.36e-02
MediumBoomSEConfig-benchmarks-ndes.riscv,1.23e-02,2.22e-03,2.21e-03,1.68e-02
MediumBoomSEConfig-benchmarks-hello_world.riscv,1.26e-02,2.15e-03,2.21e-03,1.69e-02
MediumBoomSEConfig-benchmarks-iir.riscv,9.82e-03,7.35e-04,2.18e-03,1.27e-02
MediumBoomSEConfig-benchmarks-insertsort.riscv,9.74e-03,7.00e-04,2.18e-03,1.26e-02
MediumBoomSEConfig-benchmarks-add_int.riscv,1.23e-02,2.09e-03,2.22e-03,1.66e-02
MediumBoomSEConfig-benchmarks-bubblesort.riscv,1.61e-02,4.31e-03,2.23e-03,2.27e-02
MediumBoomSEConfig-benchmarks-jfdcint.riscv,1.00e-02,8.66e-04,2.18e-03,1.31e-02
MediumBoomSEConfig-benchmarks-fft.riscv,1.17e-02,1.98e-03,2.24e-03,1.59e-02
MediumBoomSEConfig-benchmarks-levenshtein.riscv,1.40e-02,2.86e-03,2.22e-03,1.91e-02
MediumBoomSEConfig-benchmarks-matrix1.riscv,2.742,0.375,2.16e-03,3.119
MediumBoomSEConfig-benchmarks-rv64ui-p-sra_200,1.45e-02,2.87e-03,2.20e-03,1.96e-02
MediumBoomSEConfig-benchmarks-minver.riscv,9.85e-03,8.12e-04,2.18e-03,1.28e-02
MediumBoomSEConfig-benchmarks-rv64ui-p-sw_200,1.48e-02,2.99e-03,2.20e-03,1.99e-02
MediumBoomSEConfig-benchmarks-ludcmp.riscv,9.10e-03,6.12e-04,2.18e-03,1.19e-02
MediumBoomSEConfig-benchmarks-recursion.riscv,1.01e-02,8.88e-04,2.18e-03,1.32e-02
MediumBoomSEConfig-benchmarks-rv64ud-p-move_200,1.51e-02,2.95e-03,2.21e-03,2.03e-02
MediumBoomSEConfig-benchmarks-prime.riscv,1.03e-02,1.09e-03,2.20e-03,1.35e-02
MediumBoomSEConfig-benchmarks-h264_dec.riscv,1.27e-02,2.58e-03,2.21e-03,1.75e-02
MediumBoomSEConfig-benchmarks-ns.riscv,9.21e-03,5.26e-04,2.17e-03,1.19e-02
MediumBoomSEConfig-benchmarks-petrinet.riscv,1.07e-02,1.44e-03,2.19e-03,1.43e-02
MediumBoomSEConfig-benchmarks-whetstone.riscv,1.06e-02,1.38e-03,2.22e-03,1.42e-02
MediumBoomSEConfig-benchmarks-crc.riscv,1.29e-02,2.34e-03,2.21e-03,1.74e-02
MediumBoomSEConfig-benchmarks-fibonacci.riscv,1.26e-02,1.87e-03,2.20e-03,1.67e-02
MediumBoomSEConfig-benchmarks-sqrt.riscv,1.11e-02,1.70e-03,2.24e-03,1.50e-02
MediumBoomSEConfig-benchmarks-rv64ui-p-jal_200,1.37e-02,1.85e-03,2.18e-03,1.77e-02
MediumBoomSEConfig-benchmarks-rv64ud-p-fclass_200,1.49e-02,2.73e-03,2.19e-03,1.98e-02
MediumBoomSEConfig-benchmarks-rv64ui-p-bne_200,1.40e-02,2.64e-03,2.19e-03,1.88e-02
MediumBoomSEConfig-benchmarks-rv64ui-p-lui_200,1.41e-02,2.21e-03,2.18e-03,1.85e-02
MediumBoomSEConfig-benchmarks-rv64ui-p-jalr_200,1.40e-02,2.43e-03,2.19e-03,1.86e-02
MediumBoomSEConfig-benchmarks-rv64ui-p-ori_200,1.45e-02,2.77e-03,2.19e-03,1.95e-02
MediumBoomSEConfig-benchmarks-rv64ud-p-fadd_200,1.01e-02,1.22e-03,2.20e-03,1.35e-02
MediumBoomSEConfig-benchmarks-compress.riscv,9.98e-03,9.65e-04,2.19e-03,1.31e-02
SmallBoomProConfig-benchmarks-lift.riscv,9.39e-03,8.34e-04,2.21e-03,1.24e-02
SmallBoomProConfig-benchmarks-median.riscv,1.14e-02,1.93e-03,2.20e-03,1.55e-02
SmallBoomProConfig-benchmarks-qurt.riscv,1.15e-02,1.88e-03,2.23e-03,1.56e-02
SmallBoomProConfig-benchmarks-towers.riscv,1.17e-02,1.95e-03,2.21e-03,1.58e-02
SmallBoomProConfig-benchmarks-rv64ud-p-fadd_200,1.05e-02,1.25e-03,2.19e-03,1.40e-02
SmallBoomProConfig-benchmarks-multiply.riscv,1.24e-02,2.29e-03,2.21e-03,1.69e-02
SmallBoomProConfig-benchmarks-rv64ui-p-sw_200,1.03e-02,7.07e-04,2.17e-03,1.31e-02
SmallBoomProConfig-benchmarks-mt-vvadd.riscv,1.07e-02,1.54e-03,2.20e-03,1.44e-02
SmallBoomProConfig-benchmarks-rv64ui-p-jal_200,1.32e-02,1.70e-03,2.17e-03,1.71e-02
SmallBoomProConfig-benchmarks-rv64ud-p-structural_200,1.29e-02,2.13e-03,2.18e-03,1.72e-02
SmallBoomProConfig-benchmarks-mt-matmul.riscv,9.05e-03,4.79e-04,2.21e-03,1.17e-02
SmallBoomProConfig-benchmarks-rv64ui-p-bne_200,1.22e-02,2.19e-03,2.18e-03,1.65e-02
SmallBoomProConfig-benchmarks-dhrystone.riscv,1.21e-02,2.50e-03,2.23e-03,1.69e-02
SmallBoomProConfig-benchmarks-cnt.riscv,9.07e-03,4.86e-04,2.21e-03,1.18e-02
SmallBoomProConfig-benchmarks-vvadd.riscv,9.15e-03,5.58e-04,2.22e-03,1.19e-02
SmallBoomProConfig-benchmarks-branchy_large.riscv,1.01e-02,7.51e-04,2.17e-03,1.31e-02
SmallBoomProConfig-benchmarks-spmv.riscv,9.30e-03,1.03e-03,2.22e-03,1.26e-02
SmallBoomProConfig-benchmarks-mm.riscv,1.30e-02,2.45e-03,2.24e-03,1.77e-02
SmallBoomProConfig-benchmarks-expint.riscv,9.94e-03,9.87e-04,2.20e-03,1.31e-02
SmallBoomProConfig-benchmarks-add_int.riscv,1.22e-02,2.41e-03,2.22e-03,1.68e-02
SmallBoomProConfig-benchmarks-ludcmp.riscv,2.929,0.385,2.15e-03,3.316
SmallBoomProConfig-benchmarks-statemate.riscv,9.08e-03,5.00e-04,2.21e-03,1.18e-02
SmallBoomProConfig-benchmarks-rv64ui-p-lui_200,1.29e-02,1.86e-03,2.17e-03,1.69e-02
SmallBoomProConfig-benchmarks-rv64ui-p-ori_200,1.24e-02,2.22e-03,2.19e-03,1.68e-02
SmallBoomProConfig-benchmarks-select.riscv,1.05e-02,1.08e-03,2.18e-03,1.38e-02
SmallBoomProConfig-benchmarks-martrix_mult.riscv,1.18e-02,2.18e-03,2.22e-03,1.62e-02
SmallBoomProConfig-benchmarks-complex_updates.riscv,1.02e-02,8.43e-04,2.17e-03,1.32e-02
SmallBoomProConfig-benchmarks-rv64ui-p-auipc_200,1.40e-02,8.75e-04,2.17e-03,1.71e-02
SmallBoomProConfig-benchmarks-rv64um-p-mulw_200,9.35e-03,9.00e-04,2.18e-03,1.24e-02
SmallBoomProConfig-benchmarks-bitonic.riscv,1.08e-02,1.41e-03,2.19e-03,1.44e-02
SmallBoomProConfig-benchmarks-cover.riscv,1.02e-02,8.32e-04,2.17e-03,1.32e-02
SmallBoomProConfig-benchmarks-rv64ui-p-jalr_200,1.13e-02,1.86e-03,2.18e-03,1.53e-02
SmallBoomProConfig-benchmarks-bitcount.riscv,1.14e-02,1.75e-03,2.20e-03,1.53e-02
SmallBoomProConfig-benchmarks-adpcm_dec.riscv,9.26e-03,8.70e-04,2.24e-03,1.24e-02
SmallBoomProConfig-benchmarks-frac.riscv,1.10e-02,1.37e-03,2.20e-03,1.45e-02
SmallBoomProConfig-benchmarks-add_fp_large.riscv,1.02e-02,7.73e-04,2.17e-03,1.31e-02
SmallBoomProConfig-benchmarks-duff.riscv,1.03e-02,9.26e-04,2.17e-03,1.34e-02
SmallBoomProConfig-benchmarks-fac.riscv,1.01e-02,7.54e-04,2.17e-03,1.30e-02
SmallBoomProConfig-benchmarks-h264_dec.riscv,9.23e-03,7.25e-04,2.21e-03,1.22e-02
SmallBoomProConfig-benchmarks-rv64ud-p-fclass_200,1.27e-02,2.05e-03,2.18e-03,1.69e-02
SmallBoomProConfig-benchmarks-tarai.riscv,1.03e-02,8.93e-04,2.17e-03,1.33e-02
SmallBoomProConfig-benchmarks-hello_world_large.riscv,1.27e-02,2.71e-03,2.21e-03,1.76e-02
SmallBoomProConfig-benchmarks-iir.riscv,1.03e-02,9.00e-04,2.17e-03,1.34e-02
SmallBoomProConfig-benchmarks-insertsort.riscv,1.02e-02,8.41e-04,2.17e-03,1.32e-02
SmallBoomProConfig-benchmarks-compress.riscv,9.67e-03,7.28e-04,2.17e-03,1.26e-02
SmallBoomProConfig-benchmarks-edn.riscv,9.09e-03,5.00e-04,2.22e-03,1.18e-02
SmallBoomProConfig-benchmarks-add_fp.riscv,1.02e-02,7.72e-04,2.17e-03,1.31e-02
SmallBoomProConfig-benchmarks-mergesort.riscv,1.26e-02,2.73e-03,2.24e-03,1.75e-02
SmallBoomProConfig-benchmarks-minver.riscv,1.03e-02,9.39e-04,2.18e-03,1.34e-02
SmallBoomProConfig-benchmarks-fibonacci.riscv,1.10e-02,1.49e-03,2.19e-03,1.46e-02
SmallBoomProConfig-benchmarks-crc.riscv,1.17e-02,2.00e-03,2.20e-03,1.59e-02
SmallBoomProConfig-benchmarks-adpcm_enc.riscv,9.23e-03,6.10e-04,2.24e-03,1.21e-02
SmallBoomProConfig-benchmarks-rv64ua-p-amoadd_d_200,1.08e-02,1.29e-03,2.19e-03,1.43e-02
SmallBoomProConfig-benchmarks-rv64ui-p-sra_200,1.22e-02,2.27e-03,2.19e-03,1.67e-02
SmallBoomProConfig-benchmarks-recursion.riscv,1.04e-02,1.00e-03,2.18e-03,1.36e-02
SmallBoomProConfig-benchmarks-prime.riscv,1.06e-02,1.21e-03,2.19e-03,1.40e-02
SmallBoomProConfig-benchmarks-whetstone.riscv,1.09e-02,1.41e-03,2.21e-03,1.45e-02
SmallBoomProConfig-benchmarks-petrinet.riscv,1.09e-02,1.50e-03,2.18e-03,1.46e-02
SmallBoomProConfig-benchmarks-rsort.riscv,9.03e-03,4.75e-04,2.21e-03,1.17e-02
SmallBoomProConfig-benchmarks-bsort.riscv,1.34e-02,3.16e-03,2.22e-03,1.88e-02
SmallBoomProConfig-benchmarks-hello_world.riscv,1.22e-02,2.41e-03,2.21e-03,1.68e-02
SmallBoomProConfig-benchmarks-fft.riscv,1.16e-02,1.88e-03,2.23e-03,1.57e-02
SmallBoomProConfig-benchmarks-add_int_large.riscv,1.16e-02,1.97e-03,2.21e-03,1.58e-02
SmallBoomProConfig-benchmarks-st.riscv,1.20e-02,2.12e-03,2.22e-03,1.63e-02
SmallBoomProConfig-benchmarks-lms.riscv,1.36e-02,3.00e-03,2.27e-03,1.88e-02
SmallBoomProConfig-benchmarks-levenshtein.riscv,1.24e-02,2.38e-03,2.21e-03,1.69e-02
SmallBoomProConfig-benchmarks-jfdcint.riscv,8.99e-03,4.60e-04,2.23e-03,1.17e-02
SmallBoomProConfig-benchmarks-bubblesort.riscv,1.37e-02,3.40e-03,2.23e-03,1.93e-02
SmallBoomProConfig-benchmarks-huff_dec.riscv,1.15e-02,2.15e-03,2.21e-03,1.59e-02
SmallBoomProConfig-benchmarks-cjpeg_wrbmp.riscv,9.13e-03,6.79e-04,2.21e-03,1.20e-02
SmallBoomProConfig-benchmarks-ndes.riscv,9.61e-03,1.05e-03,2.21e-03,1.29e-02
SmallBoomProConfig-benchmarks-rv64ui-p-lw_200,1.03e-02,6.91e-04,2.17e-03,1.32e-02
SmallBoomProConfig-benchmarks-branchy.riscv,1.01e-02,7.53e-04,2.17e-03,1.31e-02
SmallBoomProConfig-benchmarks-binarysearch.riscv,9.67e-03,1.12e-03,2.21e-03,1.30e-02
SmallBoomProConfig-benchmarks-fmref.riscv,1.23e-02,2.29e-03,2.26e-03,1.69e-02
SmallBoomProConfig-benchmarks-rv64ui-p-xori_200,1.24e-02,2.25e-03,2.18e-03,1.69e-02
SmallBoomProConfig-benchmarks-rv64ui-p-slli_200,1.22e-02,2.07e-03,2.18e-03,1.64e-02
SmallBoomProConfig-benchmarks-rv64ui-p-add_200,1.20e-02,2.04e-03,2.18e-03,1.62e-02
SmallBoomProConfig-benchmarks-rv64ud-p-move_200,1.26e-02,2.22e-03,2.21e-03,1.71e-02
SmallBoomProConfig-benchmarks-rv64ui-p-fence_i_200,1.26e-02,2.05e-03,2.19e-03,1.69e-02
SmallBoomProConfig-benchmarks-sqrt.riscv,1.12e-02,1.67e-03,2.23e-03,1.51e-02
SmallBoomProConfig-benchmarks-rv64ui-p-slt_200,1.19e-02,2.03e-03,2.18e-03,1.62e-02
SmallBoomProConfig-benchmarks-ns.riscv,9.66e-03,6.85e-04,2.17e-03,1.25e-02
SmallBoomProConfig-benchmarks-countnegative.riscv,2.929,0.385,2.15e-03,3.316
SmallBoomConfig-benchmarks-dhrystone.riscv,1.11e-02,2.50e-03,1.85e-03,1.55e-02
SmallBoomConfig-benchmarks-median.riscv,1.01e-02,1.91e-03,1.83e-03,1.39e-02
SmallBoomConfig-benchmarks-multiply.riscv,1.08e-02,2.16e-03,1.84e-03,1.48e-02
SmallBoomConfig-benchmarks-qsort.riscv,1.14e-02,2.70e-03,1.85e-03,1.60e-02
SmallBoomConfig-benchmarks-rsort.riscv,1.10e-02,2.31e-03,1.85e-03,1.52e-02
SmallBoomConfig-benchmarks-spmv.riscv,9.25e-03,1.40e-03,1.83e-03,1.25e-02
SmallBoomConfig-benchmarks-towers.riscv,9.90e-03,1.59e-03,1.83e-03,1.33e-02
SmallBoomConfig-benchmarks-vvadd.riscv,9.47e-03,1.35e-03,1.83e-03,1.27e-02
SmallBoomConfig-benchmarks-rv64um-p-mulw_200,1.08e-02,2.01e-03,1.84e-03,1.46e-02
SmallBoomConfig-benchmarks-branchy.riscv,8.39e-03,5.80e-04,1.81e-03,1.08e-02
SmallBoomConfig-benchmarks-rv64ui-p-sra_200,1.11e-02,2.23e-03,1.84e-03,1.52e-02
SmallBoomConfig-benchmarks-reduce_array.riscv,7.50e-03,4.84e-04,1.81e-03,9.80e-03
SmallBoomConfig-benchmarks-rv64ui-p-sw_200,1.12e-02,2.22e-03,1.84e-03,1.52e-02
SmallBoomConfig-benchmarks-fibonacci.riscv,9.41e-03,1.37e-03,1.83e-03,1.26e-02
SmallBoomConfig-benchmarks-basicmath_small.riscv,1.04e-02,1.94e-03,1.87e-03,1.42e-02
SmallBoomConfig-benchmarks-rv64ua-p-amoadd_d_200,9.31e-03,1.12e-03,1.84e-03,1.23e-02
SmallBoomConfig-benchmarks-rv64ui-p-jal_200,1.15e-02,1.50e-03,1.83e-03,1.48e-02
SmallBoomConfig-benchmarks-rv64ui-p-ori_200,1.11e-02,2.15e-03,1.84e-03,1.51e-02
SmallBoomConfig-benchmarks-rv64ud-p-move_200,1.13e-02,2.15e-03,1.84e-03,1.53e-02
SmallBoomConfig-benchmarks-adpcm_dec.riscv,9.60e-03,1.71e-03,1.85e-03,1.32e-02
SmallBoomConfig-benchmarks-huff_dec.riscv,1.16e-02,2.73e-03,1.84e-03,1.61e-02
SmallBoomConfig-benchmarks-martrix_mult.riscv,1.05e-02,2.07e-03,1.85e-03,1.44e-02
SmallBoomConfig-benchmarks-cnt.riscv,9.15e-03,1.03e-03,1.84e-03,1.20e-02
SmallBoomConfig-benchmarks-rv64ui-p-lui_200,1.13e-02,1.70e-03,1.83e-03,1.49e-02
SmallBoomConfig-benchmarks-rv64ui-p-fence_i_200,1.04e-02,1.84e-03,1.84e-03,1.40e-02
SmallBoomConfig-benchmarks-fac.riscv,8.37e-03,5.79e-04,1.81e-03,1.08e-02
SmallBoomConfig-benchmarks-cover.riscv,8.49e-03,6.58e-04,1.81e-03,1.10e-02
SmallBoomConfig-benchmarks-complex_updates.riscv,8.41e-03,6.54e-04,1.81e-03,1.09e-02
SmallBoomConfig-benchmarks-matrix1.riscv,2.511,0.316,1.80e-03,2.829
SmallBoomConfig-benchmarks-compress.riscv,8.75e-03,8.78e-04,1.84e-03,1.15e-02
SmallBoomConfig-benchmarks-duff.riscv,8.54e-03,7.29e-04,1.81e-03,1.11e-02
SmallBoomConfig-benchmarks-iir.riscv,8.52e-03,7.01e-04,1.81e-03,1.10e-02
SmallBoomConfig-benchmarks-edn.riscv,1.15e-02,2.64e-03,1.86e-03,1.60e-02
SmallBoomConfig-benchmarks-insertsort.riscv,8.44e-03,6.63e-04,1.81e-03,1.09e-02
SmallBoomConfig-benchmarks-add_int.riscv,1.06e-02,2.13e-03,1.84e-03,1.46e-02
SmallBoomConfig-benchmarks-rv64ud-p-structural_200,1.12e-02,1.91e-03,1.83e-03,1.50e-02
SmallBoomConfig-benchmarks-rv64ui-p-xori_200,1.11e-02,2.12e-03,1.84e-03,1.50e-02
SmallBoomConfig-benchmarks-rv64ui-p-slt_200,1.05e-02,1.92e-03,1.83e-03,1.42e-02
SmallBoomConfig-benchmarks-jfdcint.riscv,8.57e-03,7.79e-04,1.82e-03,1.12e-02
SmallBoomConfig-benchmarks-sqrt.riscv,9.91e-03,1.79e-03,1.86e-03,1.36e-02
SmallBoomConfig-benchmarks-fir2dim.riscv,8.92e-03,9.89e-04,1.82e-03,1.17e-02
SmallBoomConfig-benchmarks-minver.riscv,8.50e-03,7.47e-04,1.82e-03,1.11e-02
SmallBoomConfig-benchmarks-recursion.riscv,8.70e-03,8.09e-04,1.82e-03,1.13e-02
SmallBoomConfig-benchmarks-bitonic.riscv,9.21e-03,1.23e-03,1.83e-03,1.23e-02
SmallBoomConfig-benchmarks-st.riscv,1.01e-02,1.81e-03,1.85e-03,1.38e-02
SmallBoomConfig-benchmarks-fft.riscv,9.93e-03,1.81e-03,1.86e-03,1.36e-02
SmallBoomConfig-benchmarks-h264_dec.riscv,1.04e-02,2.10e-03,1.83e-03,1.44e-02
SmallBoomConfig-benchmarks-hello_world.riscv,1.08e-02,2.21e-03,1.84e-03,1.48e-02
SmallBoomConfig-benchmarks-rv64ud-p-fclass_200,1.14e-02,2.04e-03,1.83e-03,1.53e-02
SmallBoomConfig-benchmarks-rv64ui-p-jalr_200,1.14e-02,2.01e-03,1.83e-03,1.52e-02
SmallBoomConfig-benchmarks-rv64ui-p-add_200,1.05e-02,1.95e-03,1.83e-03,1.43e-02
SmallBoomConfig-benchmarks-rv64ui-p-slli_200,1.08e-02,2.01e-03,1.83e-03,1.46e-02
SmallBoomConfig-benchmarks-add_fp_large.riscv,9.21e-03,9.91e-04,1.84e-03,1.20e-02
SmallBoomConfig-benchmarks-prime.riscv,8.92e-03,1.05e-03,1.83e-03,1.18e-02
SmallBoomConfig-benchmarks-binarysearch.riscv,8.97e-03,1.21e-03,1.83e-03,1.20e-02
SmallBoomConfig-benchmarks-countnegative.riscv,9.05e-03,1.16e-03,1.83e-03,1.20e-02
SmallBoomConfig-benchmarks-ludcmp.riscv,7.83e-03,5.76e-04,1.81e-03,1.02e-02
SmallBoomConfig-benchmarks-rv64ud-p-fadd_200,9.06e-03,1.15e-03,1.84e-03,1.20e-02
SmallBoomConfig-benchmarks-rv64ui-p-bne_200,1.07e-02,2.03e-03,1.83e-03,1.45e-02
SmallBoomConfig-benchmarks-bitcount.riscv,9.59e-03,1.47e-03,1.83e-03,1.29e-02
SmallBoomConfig-benchmarks-petrinet.riscv,9.20e-03,1.28e-03,1.82e-03,1.23e-02
SmallBoomConfig-benchmarks-crc.riscv,1.01e-02,1.80e-03,1.83e-03,1.37e-02
SmallBoomConfig-benchmarks-bubblesort.riscv,1.18e-02,3.04e-03,1.85e-03,1.67e-02
SmallBoomConfig-benchmarks-statemate.riscv,9.89e-03,1.67e-03,1.84e-03,1.34e-02
SmallBoomConfig-benchmarks-qurt.riscv,9.86e-03,1.88e-03,1.86e-03,1.36e-02
SmallBoomConfig-benchmarks-cjpeg_wrbmp.riscv,9.90e-03,1.79e-03,1.83e-03,1.35e-02
SmallBoomConfig-benchmarks-add_fp.riscv,9.24e-03,9.92e-04,1.84e-03,1.21e-02
SmallBoomConfig-benchmarks-bsort.riscv,1.15e-02,2.71e-03,1.85e-03,1.60e-02
SmallBoomConfig-benchmarks-rv64ui-p-lw_200,1.12e-02,2.21e-03,1.84e-03,1.53e-02
SmallBoomConfig-benchmarks-lms.riscv,1.09e-02,2.15e-03,1.87e-03,1.49e-02
SmallBoomConfig-benchmarks-ndes.riscv,9.90e-03,1.70e-03,1.84e-03,1.34e-02
SmallBoomConfig-benchmarks-mergesort.riscv,1.15e-02,2.74e-03,1.87e-03,1.61e-02
SmallBoomConfig-benchmarks-adpcm_enc.riscv,9.28e-03,1.33e-03,1.85e-03,1.25e-02
SmallBoomConfig-benchmarks-branchy_large.riscv,8.66e-03,5.41e-04,1.83e-03,1.10e-02
SmallBoomConfig-benchmarks-fmref.riscv,1.09e-02,2.23e-03,1.88e-03,1.50e-02
SmallBoomConfig-benchmarks-rv64ui-p-auipc_200,1.18e-02,1.69e-03,1.83e-03,1.53e-02
SmallBoomConfig-benchmarks-expint.riscv,8.90e-03,1.04e-03,1.84e-03,1.18e-02
SmallBoomConfig-benchmarks-whetstone.riscv,9.49e-03,1.32e-03,1.85e-03,1.27e-02
SmallBoomConfig-benchmarks-frac.riscv,9.48e-03,1.21e-03,1.85e-03,1.25e-02
SmallBoomConfig-benchmarks-ns.riscv,8.37e-03,4.93e-04,1.83e-03,1.07e-02
SmallBoomConfig-benchmarks-add_int_large.riscv,1.07e-02,2.14e-03,1.85e-03,1.47e-02
SmallBoomConfig-benchmarks-select.riscv,9.00e-03,8.48e-04,1.84e-03,1.17e-02
SmallBoomConfig-benchmarks-hello_world_large.riscv,1.11e-02,2.33e-03,1.85e-03,1.53e-02
SmallBoomConfig-benchmarks-tarai.riscv,8.70e-03,6.79e-04,1.83e-03,1.12e-02
SmallBoomConfig-benchmarks-lift.riscv,1.13e-02,2.41e-03,1.85e-03,1.55e-02
SmallBoomConfig-benchmarks-levenshtein.riscv,1.10e-02,2.25e-03,1.85e-03,1.51e-02
SmallBoomSEConfig-benchmarks-basicmath_small.riscv,8.74e-03,1.57e-03,1.65e-03,1.20e-02
SmallBoomSEConfig-benchmarks-vvadd.riscv,8.29e-03,1.22e-03,1.62e-03,1.11e-02
SmallBoomSEConfig-benchmarks-sqrt.riscv,8.25e-03,1.27e-03,1.65e-03,1.12e-02
SmallBoomSEConfig-benchmarks-towers.riscv,8.33e-03,1.29e-03,1.63e-03,1.12e-02
SmallBoomSEConfig-benchmarks-bubblesort.riscv,1.01e-02,2.39e-03,1.64e-03,1.41e-02
SmallBoomSEConfig-benchmarks-median.riscv,8.86e-03,1.69e-03,1.63e-03,1.22e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-jalr_200,1.01e-02,1.89e-03,1.61e-03,1.36e-02
SmallBoomSEConfig-benchmarks-mt-matmul.riscv,8.28e-03,1.30e-03,1.63e-03,1.12e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-bne_200,9.66e-03,1.93e-03,1.61e-03,1.32e-02
SmallBoomSEConfig-benchmarks-mt-vvadd.riscv,8.12e-03,1.27e-03,1.63e-03,1.10e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-ori_200,9.97e-03,1.98e-03,1.62e-03,1.36e-02
SmallBoomSEConfig-benchmarks-multiply.riscv,9.17e-03,1.75e-03,1.63e-03,1.25e-02
SmallBoomSEConfig-benchmarks-mergesort.riscv,9.00e-03,1.84e-03,1.65e-03,1.25e-02
SmallBoomSEConfig-benchmarks-spmv.riscv,8.02e-03,1.22e-03,1.63e-03,1.09e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-add_200,9.54e-03,1.81e-03,1.62e-03,1.30e-02
SmallBoomSEConfig-benchmarks-dhrystone.riscv,9.07e-03,1.84e-03,1.64e-03,1.26e-02
SmallBoomSEConfig-benchmarks-edn.riscv,8.68e-03,1.52e-03,1.64e-03,1.18e-02
SmallBoomSEConfig-benchmarks-qsort.riscv,9.52e-03,2.10e-03,1.64e-03,1.33e-02
SmallBoomSEConfig-benchmarks-mm.riscv,8.40e-03,1.32e-03,1.65e-03,1.14e-02
SmallBoomSEConfig-benchmarks-frac.riscv,7.98e-03,1.04e-03,1.63e-03,1.07e-02
SmallBoomSEConfig-benchmarks-hello_world.riscv,8.73e-03,1.60e-03,1.63e-03,1.20e-02
SmallBoomSEConfig-benchmarks-binarysearch.riscv,8.11e-03,1.17e-03,1.63e-03,1.09e-02
SmallBoomSEConfig-benchmarks-fft.riscv,8.44e-03,1.47e-03,1.65e-03,1.16e-02
SmallBoomSEConfig-benchmarks-martrix_mult.riscv,8.59e-03,1.52e-03,1.64e-03,1.17e-02
SmallBoomSEConfig-benchmarks-rv64ud-p-fclass_200,1.02e-02,1.89e-03,1.61e-03,1.37e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-lw_200,9.99e-03,2.04e-03,1.62e-03,1.36e-02
SmallBoomSEConfig-benchmarks-add_fp_large.riscv,7.98e-03,9.39e-04,1.62e-03,1.05e-02
SmallBoomSEConfig-benchmarks-bitonic.riscv,8.06e-03,1.14e-03,1.62e-03,1.08e-02
SmallBoomSEConfig-benchmarks-bitcount.riscv,8.30e-03,1.29e-03,1.63e-03,1.12e-02
SmallBoomSEConfig-benchmarks-complex_updates.riscv,7.72e-03,7.61e-04,1.61e-03,1.01e-02
SmallBoomSEConfig-benchmarks-levenshtein.riscv,8.71e-03,1.58e-03,1.63e-03,1.19e-02
SmallBoomSEConfig-benchmarks-cover.riscv,7.84e-03,7.72e-04,1.61e-03,1.02e-02
SmallBoomSEConfig-benchmarks-rv64ud-p-fadd_200,7.96e-03,1.06e-03,1.62e-03,1.06e-02
SmallBoomSEConfig-benchmarks-ns.riscv,7.41e-03,6.46e-04,1.61e-03,9.66e-03
SmallBoomSEConfig-benchmarks-countnegative.riscv,8.04e-03,1.11e-03,1.62e-03,1.08e-02
SmallBoomSEConfig-benchmarks-sha.riscv,9.06e-03,1.70e-03,1.64e-03,1.24e-02
SmallBoomSEConfig-benchmarks-duff.riscv,7.85e-03,8.12e-04,1.61e-03,1.03e-02
SmallBoomSEConfig-benchmarks-add_fp.riscv,7.99e-03,9.39e-04,1.62e-03,1.05e-02
SmallBoomSEConfig-benchmarks-fac.riscv,7.75e-03,6.99e-04,1.61e-03,1.01e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-slt_200,9.50e-03,1.80e-03,1.62e-03,1.29e-02
SmallBoomSEConfig-benchmarks-fir2dim.riscv,8.06e-03,1.00e-03,1.62e-03,1.07e-02
SmallBoomSEConfig-benchmarks-branchy_large.riscv,7.78e-03,7.01e-04,1.61e-03,1.01e-02
SmallBoomSEConfig-benchmarks-iir.riscv,7.84e-03,7.95e-04,1.61e-03,1.02e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-fence_i_200,9.32e-03,1.77e-03,1.62e-03,1.27e-02
SmallBoomSEConfig-benchmarks-insertsort.riscv,7.78e-03,7.67e-04,1.61e-03,1.02e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-auipc_200,1.06e-02,1.62e-03,1.61e-03,1.38e-02
SmallBoomSEConfig-benchmarks-rv64ui-p-lui_200,1.03e-02,1.67e-03,1.61e-03,1.35e-02
SmallBoomSEConfig-benchmarks-fmref.riscv,8.93e-03,1.66e-03,1.67e-03,1.23e-02
