episode,perf,power,area,mean-perf,mean-power,mean-area,max-perf,max-power,max-area,min-perf,min-power,min-area
429,0.162188,-0.83526,0.038342,0.054356,-0.656945,0.029095,0.162188,0,0.038342,0,-0.83526,-0.015785
430,0.162188,-0.83526,0.038342,0.066922,-0.658822,0.029095,0.162188,0,0.038342,0,-0.83526,-0.015785
431,0.162188,-0.83526,0.038342,0.079487,-0.660699,0.029095,0.162188,0,0.038342,0,-0.83526,-0.015785
432,0.162188,-0.83526,0.038342,0.092053,-0.662576,0.029095,0.162188,0,0.038342,0,-0.83526,-0.015785
433,0.036531,-0.816488,0.038342,0.092053,-0.662576,0.029095,0.162188,0,0.038342,0,-0.83526,-0.015785
434,0.162188,-0.83526,0.038342,0.104619,-0.664453,0.029095,0.162188,0,0.038342,0,-0.83526,-0.015785
435,0.162188,-0.83526,0.038342,0.117185,-0.666331,0.029095,0.162188,0,0.038342,0,-0.83526,-0.015785
436,0.162188,-0.83526,0.038342,0.133403,-0.749857,0.032929,0.162188,0,0.038342,0,-0.83526,-0.015785
437,0.162188,-0.83526,0.038342,0.149622,-0.833383,0.038342,0.162188,-0.816488,0.038342,0.036531,-0.83526,0.038342
438,0.162188,-0.83526,0.038342,0.149622,-0.833383,0.038342,0.162188,-0.816488,0.038342,0.036531,-0.83526,0.038342
439,0,0,-0.016454,0.133403,-0.749857,0.032862,0.162188,0,0.038342,0,-0.83526,-0.016454
440,0.036531,-0.816488,0.038342,0.120838,-0.747979,0.032862,0.162188,0,0.038342,0,-0.83526,-0.016454
441,0.036531,-0.816488,0.038342,0.108272,-0.746102,0.032862,0.162188,0,0.038342,0,-0.83526,-0.016454
442,0.036531,-0.816488,0.038342,0.095706,-0.744225,0.032862,0.162188,0,0.038342,0,-0.83526,-0.016454
443,0.036531,-0.816488,0.038342,0.095706,-0.744225,0.032862,0.162188,0,0.038342,0,-0.83526,-0.016454
444,0.036531,-0.816488,0.038342,0.08314,-0.742348,0.032862,0.162188,0,0.038342,0,-0.83526,-0.016454
445,0.036531,-0.816488,0.038342,0.070575,-0.740471,0.032862,0.162188,0,0.038342,0,-0.83526,-0.016454
446,0.147012,-0.83526,0.038342,0.069057,-0.740471,0.032862,0.162188,0,0.038342,0,-0.83526,-0.016454
447,0.147012,-0.83526,0.038342,0.06754,-0.740471,0.032862,0.162188,0,0.038342,0,-0.83526,-0.016454
448,0.147012,-0.83526,0.038342,0.066022,-0.740471,0.032862,0.147012,0,0.038342,0,-0.83526,-0.016454
449,0.147012,-0.83526,0.038342,0.080723,-0.823997,0.038342,0.147012,-0.816488,0.038342,0.036531,-0.83526,0.038342
450,0.065916,0.022697,-0.013751,0.083662,-0.740078,0.033133,0.147012,0.022697,0.038342,0.036531,-0.83526,-0.013751
451,0.162188,-0.83526,0.038342,0.096228,-0.741955,0.033133,0.162188,0.022697,0.038342,0.036531,-0.83526,-0.013751
452,0.162188,-0.83526,0.038342,0.108793,-0.743833,0.033133,0.162188,0.022697,0.038342,0.036531,-0.83526,-0.013751
453,0.061985,-0.059465,-0.009976,0.111339,-0.66813,0.028301,0.162188,0.022697,0.038342,0.036531,-0.83526,-0.013751
454,0.162188,-0.83526,0.038342,0.123904,-0.670007,0.028301,0.162188,0.022697,0.038342,0.036531,-0.83526,-0.013751
455,-0.027044,0,-0.021449,0.117547,-0.588359,0.022322,0.162188,0.022697,0.038342,-0.027044,-0.83526,-0.021449
456,0.162188,-0.83526,0.038342,0.119064,-0.588359,0.022322,0.162188,0.022697,0.038342,-0.027044,-0.83526,-0.021449
457,0.162188,-0.83526,0.038342,0.120582,-0.588359,0.022322,0.162188,0.022697,0.038342,-0.027044,-0.83526,-0.021449
458,0.162188,-0.83526,0.038342,0.1221,-0.588359,0.022322,0.162188,0.022697,0.038342,-0.027044,-0.83526,-0.021449
459,0.162188,-0.83526,0.038342,0.123617,-0.588359,0.022322,0.162188,0.022697,0.038342,-0.027044,-0.83526,-0.021449
460,0.162188,-0.83526,0.038342,0.133244,-0.674154,0.027531,0.162188,0,0.038342,-0.027044,-0.83526,-0.021449
461,0.147012,-0.83526,0.038342,0.131727,-0.674154,0.027531,0.162188,0,0.038342,-0.027044,-0.83526,-0.021449
462,0.147012,-0.83526,0.038342,0.130209,-0.674154,0.027531,0.162188,0,0.038342,-0.027044,-0.83526,-0.021449
463,0.147012,-0.83526,0.038342,0.138712,-0.751734,0.032363,0.162188,0,0.038342,-0.027044,-0.83526,-0.021449
464,0.147012,-0.83526,0.038342,0.137194,-0.751734,0.032363,0.162188,0,0.038342,-0.027044,-0.83526,-0.021449
465,0.147012,-0.83526,0.038342,0.1546,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.147012,-0.83526,0.038342
466,0.147012,-0.83526,0.038342,0.153082,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.147012,-0.83526,0.038342
467,0.147012,-0.83526,0.038342,0.151565,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.147012,-0.83526,0.038342
468,0.147012,-0.83526,0.038342,0.150047,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.147012,-0.83526,0.038342
469,0.147012,-0.83526,0.038342,0.14853,-0.83526,0.038342,0.162188,-0.83526,0.038342,0.147012,-0.83526,0.038342
470,0.147012,-0.83526,0.038342,0.147012,-0.83526,0.038342,0.147012,-0.83526,0.038342,0.147012,-0.83526,0.038342
471,0.147012,-0.83526,0.038342,0.147012,-0.83526,0.038342,0.147012,-0.83526,0.038342,0.147012,-0.83526,0.038342
472,0.147012,-0.83526,0.038342,0.147012,-0.83526,0.038342,0.147012,-0.83526,0.038342,0.147012,-0.83526,0.038342
473,0.147012,-0.83526,0.038342,0.147012,-0.83526,0.038342,0.147012,-0.83526,0.038342,0.147012,-0.83526,0.038342
474,-0.017869,0.048329,0.057509,0.130524,-0.746901,0.040259,0.147012,0.048329,0.057509,-0.017869,-0.83526,0.038342
475,0.162188,-0.83526,0.038342,0.132042,-0.746901,0.040259,0.162188,0.048329,0.057509,-0.017869,-0.83526,0.038342
476,0.162188,-0.83526,0.038342,0.133559,-0.746901,0.040259,0.162188,0.048329,0.057509,-0.017869,-0.83526,0.038342
477,0.162188,-0.83526,0.038342,0.135077,-0.746901,0.040259,0.162188,0.048329,0.057509,-0.017869,-0.83526,0.038342
478,0.162188,-0.83526,0.038342,0.136594,-0.746901,0.040259,0.162188,0.048329,0.057509,-0.017869,-0.83526,0.038342
479,0.162188,-0.83526,0.038342,0.138112,-0.746901,0.040259,0.162188,0.048329,0.057509,-0.017869,-0.83526,0.038342
480,0.162188,-0.83526,0.038342,0.139629,-0.746901,0.040259,0.162188,0.048329,0.057509,-0.017869,-0.83526,0.038342
