episode,perf,power,area,mean-perf,mean-power,mean-area,max-perf,max-power,max-area,min-perf,min-power,min-area
438,0.103048,0.063616,0.038639,0.098369,0.073051,0.038668,0.149624,0.614543,0.0467,0.02663,-0.030979,0.003292
439,0.100987,0.078344,0.037537,0.099069,0.072593,0.038552,0.149875,0.618252,0.046533,0.026098,-0.031065,0.002897
440,0.099698,0.076447,0.037553,0.099505,0.072181,0.038438,0.150121,0.621887,0.046369,0.025576,-0.031149,0.00251
441,0.098435,0.074589,0.037569,0.09968,0.071816,0.038327,0.150363,0.625449,0.046208,0.025064,-0.031231,0.002131
442,0.097197,0.072767,0.037585,0.099601,0.071495,0.038217,0.150599,0.62894,0.046051,0.024563,-0.031312,0.001759
443,0.095983,0.070982,0.0376,0.099523,0.071181,0.03811,0.150831,0.632362,0.045897,0.024072,-0.031391,0.001395
444,0.094794,0.069233,0.037615,0.099195,0.07091,0.038005,0.151058,0.635714,0.045746,0.02359,-0.031468,0.001038
445,0.093629,0.067518,0.037629,0.098623,0.070682,0.037902,0.151281,0.639,0.045598,0.023118,-0.031544,0.000688
446,0.094697,0.065463,0.037643,0.098031,0.070459,0.037802,0.151499,0.64222,0.045452,0.022656,-0.031618,0.000345
447,0.095743,0.063448,0.037657,0.097422,0.070241,0.037703,0.151713,0.645376,0.04531,0.022203,-0.031691,0.000009
448,0.096768,0.061474,0.037671,0.096794,0.070026,0.037606,0.151619,0.648468,0.045171,0.021759,-0.031762,-0.00032
449,0.097773,0.059539,0.037684,0.096472,0.068146,0.037621,0.151526,0.635169,0.045034,0.022054,-0.031832,0.000453
450,0.097136,0.074803,0.036656,0.096216,0.067982,0.037531,0.151436,0.63892,0.0449,0.022344,-0.031901,0.000169
451,0.098437,0.072601,0.036689,0.096216,0.067783,0.037443,0.151651,0.642595,0.044769,0.022628,-0.031968,-0.000109
452,0.099712,0.070444,0.036722,0.096468,0.067551,0.037357,0.151862,0.646197,0.044641,0.022906,-0.032034,-0.000382
453,0.098958,0.083846,0.035789,0.096765,0.068837,0.037176,0.152068,0.649727,0.044515,0.023178,-0.032098,-0.00065
454,0.100222,0.081464,0.03584,0.097308,0.07006,0.036998,0.152271,0.653187,0.044391,0.023445,-0.032162,-0.000912
455,0.097677,0.095834,0.034694,0.097713,0.072892,0.036705,0.152469,0.656577,0.04427,0.022435,-0.032224,-0.001322
456,0.098967,0.093213,0.034767,0.09814,0.075667,0.036417,0.152664,0.659899,0.044152,0.021446,-0.032284,-0.001725
457,0.100231,0.090643,0.034838,0.098589,0.078386,0.036135,0.152854,0.663155,0.044036,0.020476,-0.032344,-0.002119
458,0.101471,0.088125,0.034908,0.099059,0.081051,0.035859,0.153041,0.666346,0.043922,0.019526,-0.032402,-0.002506
459,0.102685,0.085657,0.034977,0.09955,0.083663,0.035588,0.153224,0.669473,0.04381,0.018594,-0.032459,-0.002885
460,0.103875,0.083239,0.035044,0.100224,0.084507,0.035427,0.153403,0.672083,0.043701,0.017681,-0.032515,-0.003256
461,0.104738,0.080869,0.03511,0.100854,0.085333,0.035269,0.153579,0.674642,0.043594,0.016787,-0.03257,-0.00362
462,0.105583,0.078546,0.035175,0.101441,0.086144,0.035114,0.153751,0.677149,0.043489,0.01591,-0.032624,-0.003977
463,0.106412,0.07627,0.035238,0.102186,0.085386,0.035059,0.15392,0.679606,0.043386,0.015051,-0.032677,-0.004326
464,0.107224,0.07404,0.0353,0.102887,0.084644,0.035005,0.154085,0.682014,0.043285,0.014209,-0.032728,-0.004669
465,0.10802,0.071854,0.035361,0.103921,0.082246,0.035072,0.154247,0.667668,0.043186,0.016865,-0.032779,-0.003808
466,0.108799,0.069712,0.035421,0.104904,0.079896,0.035137,0.154406,0.65361,0.043089,0.019468,-0.032829,-0.002965
467,0.109564,0.067612,0.035479,0.105837,0.077592,0.035201,0.154561,0.639832,0.042994,0.022019,-0.032877,-0.002139
468,0.110313,0.065555,0.035536,0.106722,0.075335,0.035264,0.154714,0.626331,0.042901,0.024519,-0.032925,-0.00133
469,0.111047,0.063538,0.035593,0.107558,0.073124,0.035326,0.154863,0.613099,0.04281,0.026969,-0.032972,-0.000536
470,0.111766,0.061562,0.035648,0.108347,0.070956,0.035386,0.154706,0.600132,0.04272,0.02937,-0.033017,0.000241
471,0.112471,0.059626,0.035701,0.10912,0.068832,0.035445,0.154553,0.587424,0.042633,0.031723,-0.033062,0.001003
472,0.113162,0.057728,0.035754,0.109878,0.06675,0.035503,0.154402,0.57497,0.042547,0.034028,-0.033106,0.00175
473,0.113839,0.055868,0.035806,0.110621,0.06471,0.03556,0.154254,0.562766,0.042463,0.036288,-0.033149,0.002482
474,0.111205,0.071718,0.03624,0.111019,0.064477,0.035654,0.154109,0.568477,0.042764,0.035205,-0.033191,0.003199
475,0.112224,0.069578,0.036282,0.111439,0.06425,0.035746,0.154271,0.574074,0.043059,0.034143,-0.033233,0.003902
476,0.113223,0.067481,0.036323,0.111882,0.064027,0.035836,0.154429,0.579559,0.043348,0.033103,-0.033273,0.004591
477,0.114203,0.065427,0.036364,0.112345,0.063808,0.035925,0.154584,0.584934,0.043631,0.032084,-0.033313,0.005266
478,0.115162,0.063413,0.036403,0.11283,0.063594,0.036011,0.154736,0.590202,0.043909,0.031085,-0.033352,0.005927
479,0.116103,0.061439,0.036442,0.113336,0.063384,0.036096,0.154885,0.595365,0.044181,0.030106,-0.03339,0.006576
480,0.117025,0.059505,0.03648,0.113862,0.063178,0.03618,0.155031,0.600424,0.044447,0.029146,-0.033428,0.007211
